name,player_id,team_id,role,height,weight,foot,nationality,birth_area,birthday,league
E_Zukanović,38532,3193,DF,190,85,left,Bosnia-Herzegovina,Bosnia-Herzegovina,1987/02/11,Italy
O_Hiljemark,51145,3193,MD,184,73,right,Sweden,Sweden,1992/06/28,Italy
Iur_Medeiros,70974,3193,FW,174,64,left,Portugal,Portugal,1994/07/10,Italy
G_Lapadula,115933,3193,FW,177,74,left,Peru,Italy,1990/02/07,Italy
D_Lazović,127534,3193,MD,181,74,right,Serbia,Serbia,1990/09/15,Italy
L_Zima,137041,3193,GK,196,82,right,Czec_Republic,Czec_Republic,1994/01/09,Italy
D_Biraschi,206318,3193,DF,182,73,right,Italy,Italy,1994/07/02,Italy
Pedr_Pereira,345740,3193,DF,182,72,right,Portugal,Portugal,1998/01/22,Italy
S_Omeonga,349102,3193,MD,177,72,right,Belgium,Belgium,1996/03/27,Italy
J_E_Yamiq,413041,3193,DF,190,83,right,Morocco,Morocco,1992/02/29,Italy
J_Vuković,192,3194,DF,195,93,left,Serbia,Serbia,1988/06/10,Italy
F_Zuculini,3736,3194,MD,176,68,right,Italy,Argentina,1990/09/05,Italy
S_Calvano,20403,3194,MD,183,75,right,Italy,Italy,1993/07/11,Italy
M_Valoti,20414,3194,MD,187,73,right,Italy,Italy,1993/09/06,Italy
M_Bianchetti,20512,3194,DF,189,80,right,Italy,Italy,1993/03/17,Italy
Rômulo,20935,3194,MD,178,72,right,Italy,Brazil,1987/05/22,Italy
A_Cerci,20947,3194,FW,180,78,left,Italy,Italy,1987/07/23,Italy
Ryde_Matos,20949,3194,FW,180,71,right,Italy,Brazil,1993/02/27,Italy
K_Cissé,21235,3194,FW,184,78,right,Italy,Guinea,1988/11/14,Italy
Nicolas,21298,3194,GK,190,85,right,Italy,Brazil,1988/04/12,Italy
M_Silvestri,21573,3194,GK,191,80,right,Italy,Italy,1991/03/02,Italy
A_Caracciolo,22093,3194,DF,185,83,right,Italy,Italy,1990/06/30,Italy
M_Büchel,22099,3194,MD,175,71,left,Liechtenstein,Austria,1991/03/18,Italy
M_Fossati,23427,3194,MD,180,73,right,Italy,Italy,1992/10/05,Italy
T_Heurtaux,25878,3194,DF,183,78,right,France,France,1988/07/03,Italy
S_Souprayen,26373,3194,DF,187,70,left,France,Reunion,1989/02/02,Italy
D_Boldor,137143,3194,DF,189,80,left,Romania,Romania,1995/02/03,Italy
M_Zaccagni,246633,3194,MD,176,68,right,Italy,Italy,1995/06/16,Italy
S_Gustafson,252473,3194,MD,186,79,right,Sweden,Sweden,1995/01/11,Italy
B_Petković,252589,3194,FW,192,88,right,Croatia,Croatia,1994/09/16,Italy
A_Ferrari,263433,3194,DF,183,70,right,Italy,Italy,1994/07/01,Italy
G_Felicioli,286225,3194,DF,180,77,left,Italy,Italy,1997/09/30,Italy
M_Fares,328336,3194,FW,183,75,left,Algeria,France,1996/02/15,Italy
R_Aarons,337225,3194,MD,175,67,left,England,Jamaica,1995/11/16,Italy
D_Verde,343925,3194,FW,168,64,left,Italy,Italy,1996/06/20,Italy
Ľ_Tupta,352722,3194,FW,178,70,right,Slovakia,Slovakia,1998/03/27,Italy
E_Bearzotti,388099,3194,MD,180,70,right,Italy,Italy,1996/10/20,Italy
Le_Seung-Woo,403546,3194,FW,173,63,right,Kore_Republic,Kore_Republic,1998/01/06,Italy
M_Kean,410031,3194,FW,183,78,right,Côt_d'Ivoire,Italy,2000/02/28,Italy
A_Danzi,523089,3194,MD,175,68,right,Italy,Italy,1999/02/25,Italy
A_Benali,10113,3197,MD,173,73,right,Libya,England,1992/02/07,Italy
M_Trotta,11156,3197,FW,188,85,left,Italy,Italy,1992/09/29,Italy
D_Faraoni,20516,3197,DF,180,71,right,Italy,Italy,1991/10/25,Italy
A_Barberis,20815,3197,MD,177,72,right,Italy,Italy,1993/12/11,Italy
M_Sampirisi,21280,3197,DF,188,75,right,Italy,Italy,1992/10/31,Italy
M_Capuano,21370,3197,DF,185,80,left,Italy,Italy,1991/10/14,Italy
A_Cordaz,21494,3197,GK,188,83,right,Italy,Italy,1983/01/01,Italy
F_Ceccherini,21528,3197,DF,187,75,right,Italy,Italy,1992/05/11,Italy
A_Stoian,21655,3197,FW,178,66,right,Romania,Romania,1991/02/11,Italy
M_Festa,21900,3197,GK,190,85,right,Italy,Italy,1992/06/06,Italy
B_Martella,22185,3197,DF,184,78,left,Italy,Italy,1992/08/14,Italy
A_Ajeti,49857,3197,DF,184,83,right,Albania,Switzerland,1993/09/25,Italy
D_Pavlovic,49979,3197,DF,183,77,left,Bosnia-Herzegovina,Switzerland,1988/04/22,Italy
M_Rohdén,51151,3197,MD,182,76,right,Sweden,Sweden,1991/05/11,Italy
A_Budimir,69513,3197,FW,190,75,left,Croatia,Bosnia-Herzegovina,1991/07/21,Italy
Simy,72397,3197,FW,198,84,right,Nigeria,Nigeria,1992/05/07,Italy
S_Simič,137048,3197,DF,187,79,right,Croatia,Czec_Republic,1995/01/20,Italy
F_Ricci,250956,3197,FW,175,63,left,Italy,Italy,1994/05/27,Italy
A_Nalini,272878,3197,FW,180,72,right,Italy,Italy,1990/06/20,Italy
A_Romero,293198,3197,MD,186,83,right,Venezuela,Venezuela,1995/10/18,Italy
R_Mandragora,302799,3197,MD,183,75,left,Italy,Italy,1997/06/29,Italy
M_Tumminello,347026,3197,FW,185,76,left,Italy,Italy,1998/11/06,Italy
G_Crociata,368642,3197,MD,174,67,right,Italy,Italy,1997/08/11,Italy
A_Viscovo,392395,3197,GK,190,84,right,Italy,Italy,1999/06/21,Italy
N_Zanellato,402014,3197,MD,187,80,right,Italy,Italy,1998/06/24,Italy
M_Diaby,419204,3197,FW,170,65,left,France,France,1999/07/07,Italy
G_Cuomo,456565,3197,DF,190,79,right,Italy,Italy,1998/02/02,Italy
J_Djourou,7850,3204,DF,191,87,right,Switzerland,Côt_d'Ivoire,1987/01/18,Italy
F_Viviani,20448,3204,MD,180,75,right,Italy,Italy,1992/03/24,Italy
S_Floccari,20503,3204,FW,180,80,right,Italy,Italy,1981/11/12,Italy
A_Paloschi,20661,3204,FW,182,82,right,Italy,Italy,1990/01/04,Italy
B_Salamon,20723,3204,DF,196,89,right,Poland,Poland,1991/05/01,Italy
P_Schiattarella,20911,3204,MD,178,68,right,Italy,Italy,1987/05/30,Italy
Felipe,20928,3204,DF,188,75,left,Italy,Brazil,1984/07/31,Italy
A_Gomis,21098,3204,GK,194,83,right,Italy,Senegal,1993/09/05,Italy
M_Antenucci,21114,3204,FW,178,75,right,Italy,Italy,1984/09/08,Italy
E_Schiavon,21517,3204,MD,178,74,right,Italy,Italy,1983/04/24,Italy
J_Kurtič,21620,3204,MD,186,88,right,Slovenia,Slovenia,1989/01/10,Italy
G_Poluzzi,24725,3204,GK,186,84,left,Italy,Italy,1988/02/25,Italy
Everto_Luiz,45579,3204,MD,173,73,right,Brazil,Brazil,1988/05/24,Italy
P_Konate,50807,3204,DF,178,72,left,Guinea,Sweden,1994/04/25,Italy
T_Cionek,99661,3204,DF,183,80,right,Poland,Brazil,1986/04/21,Italy
F_Costa,134420,3204,DF,176,68,left,Italy,Italy,1995/05/21,Italy
A_Grassi,134435,3204,MD,184,75,right,Italy,Italy,1995/03/07,Italy
F_Mattiello,146590,3204,DF,182,75,right,Italy,Italy,1995/07/14,Italy
S_Väisänen,170738,3204,DF,190,80,right,Finland,Finland,1994/06/05,Italy
M_Lazzari,226200,3204,MD,174,67,right,Italy,Italy,1993/11/29,Italy
F_Bonazzoli,239298,3204,FW,182,77,left,Italy,Italy,1997/05/21,Italy
F_Vicari,263432,3204,DF,190,80,right,Italy,Italy,1994/08/03,Italy
A_Meret,286215,3204,GK,190,82,left,Italy,Italy,1997/03/22,Italy
M_Vitale,339192,3204,MD,177,70,left,Italy,Italy,1997/10/01,Italy
L_Šimić,350569,3204,DF,195,89,right,Croatia,Croatia,1996/07/15,Italy
F_Đuričić,174,3219,MD,181,72,right,Serbia,Serbia,1992/01/30,Italy
B_Sagna,7858,3219,DF,176,72,right,Senegal,France,1983/02/14,Italy
Sandro,8291,3219,MD,187,75,right,Portugal,Brazil,1989/03/15,Italy
A_Costa,20609,3219,DF,182,73,left,Italy,Italy,1986/02/01,Italy
C_Puggioni,20632,3219,GK,187,80,right,Italy,Italy,1981/01/17,Italy
M_D'Alessandro,21322,3219,FW,173,65,right,Italy,Italy,1991/02/17,Italy
A_Brignoli,21415,3219,GK,188,75,left,Italy,Italy,1991/08/19,Italy
G_D_Chiara,21578,3219,DF,184,81,left,Italy,Italy,1993/01/12,Italy
L_De_Pinto,21678,3219,MD,180,78,right,Italy,Italy,1990/06/17,Italy
L_Antei,21872,3219,DF,188,77,right,Italy,Italy,1992/04/19,Italy
P_Iemmello,22135,3219,FW,179,74,right,Italy,Italy,1992/03/06,Italy
L_Memushaj,22323,3219,MD,175,71,right,Albania,Albania,1986/12/07,Italy
F_Lucioni,22614,3219,DF,185,80,right,Italy,Italy,1987/09/25,Italy
N_Viola,22695,3219,MD,180,76,left,Italy,Italy,1989/10/12,Italy
M_Coda,24269,3219,FW,184,72,right,Italy,Italy,1988/11/10,Italy
G_Letizia,24838,3219,DF,173,63,right,Italy,Italy,1990/06/29,Italy
C_Diabaté,25601,3219,FW,194,90,right,Mali,Mali,1988/04/25,Italy
B_Djimsiti,50007,3219,DF,190,83,right,Albania,Switzerland,1993/02/19,Italy
Guilherme,70834,3219,MD,170,70,left,Brazil,Brazil,1991/05/21,Italy
A_Toșca,85113,3219,DF,181,81,left,Bulgaria,Romania,1992/03/14,Italy
A_Lazaar,218971,3219,DF,184,78,left,Italy,Morocco,1992/01/22,Italy
V_Parigini,239295,3219,FW,180,70,right,Italy,Italy,1996/03/25,Italy
C_Lombardi,255670,3219,FW,179,73,right,Italy,Italy,1995/08/19,Italy
D_Cataldi,256478,3219,MD,180,70,right,Italy,Italy,1994/08/06,Italy
L_Venuti,284960,3219,DF,176,66,right,Italy,Italy,1995/04/12,Italy
L_Sparandeo,360778,3219,DF,0,0,left,Italy,Italy,1999/08/18,Italy
J_Billong,385655,3219,DF,192,90,right,France,France,1993/12/28,Italy
B_Gyamfi,402017,3219,DF,180,73,right,Ghana,Ghana,1996/01/20,Italy
E_Brignola,454457,3219,FW,180,72,left,Italy,Italy,1999/07/08,Italy
G_Volpicelli,461671,3219,MD,175,69,right,Italy,Italy,1999/09/24,Italy
S_Sanogo,564512,3219,FW,0,0,null,Côt_d'Ivoire,Côt_d'Ivoire,2001/12/21,Italy
K_Babacar,3710,3315,FW,185,76,right,Senegal,Senegal,1993/03/17,Italy
A_Matri,20478,3315,FW,183,80,right,Italy,Italy,1984/08/19,Italy
F_Acerbi,20635,3315,DF,192,88,left,Italy,Italy,1988/02/10,Italy
G_Pegolo,20771,3315,GK,183,76,left,Italy,Italy,1981/03/25,Italy
A_Consigli,20832,3315,GK,189,82,right,Italy,Italy,1987/01/27,Italy
F_Peluso,20842,3315,DF,188,82,left,Italy,Italy,1984/01/20,Italy
D_Biondini,21282,3315,MD,180,77,right,Italy,Italy,1983/01/24,Italy
F_Magnanelli,22162,3315,MD,181,79,right,Italy,Italy,1984/11/12,Italy
S_Missiroli,22163,3315,MD,191,77,right,Italy,Italy,1986/05/23,Italy
A_Duncan,22383,3315,MD,178,78,left,Italy,Ghana,1993/03/10,Italy
A_Ragusa,22699,3315,FW,183,78,right,Italy,Italy,1990/03/27,Italy
M_Politano,208696,3315,FW,171,65,left,Italy,Italy,1993/08/03,Italy
D_Berardi,209400,3315,FW,183,72,left,Italy,Italy,1994/08/01,Italy
T_Letschert,221047,3315,DF,188,75,right,Netherlands,Netherlands,1993/05/25,Italy
J_Boga,227756,3315,FW,174,72,right,Côt_d'Ivoire,France,1997/01/03,Italy
E_Goldaniga,246059,3315,DF,188,79,right,Italy,Italy,1993/11/02,Italy
S_Sensi,246063,3315,MD,168,62,right,Italy,Italy,1995/08/05,Italy
C_Dell'Orco,267185,3315,DF,183,75,left,Italy,Italy,1994/02/10,Italy
L_Mazzitelli,292310,3315,MD,184,76,right,Italy,Italy,1995/11/15,Italy
M_Lemos,292991,3315,DF,186,85,right,Uruguay,Uruguay,1995/12/28,Italy
F_Cassata,302798,3315,MD,183,75,right,Italy,Italy,1997/07/16,Italy
Po_Lirola,354123,3315,DF,183,75,right,Spain,Spain,1997/08/13,Italy
Rogério,403449,3315,DF,178,71,left,Brazil,Brazil,1998/01/13,Italy
N_Pierini,415348,3315,FW,180,70,right,Italy,Italy,1998/08/06,Italy
C_Adjapong,417231,3315,DF,180,74,right,Italy,Italy,1998/05/06,Italy
D_Frattesi,423151,3315,MD,178,74,right,Italy,Italy,1999/09/22,Italy
Dan_Parejo,3286,674,MD,182,74,right,Spain,Spain,1989/04/16,Spain
Montoya,3339,674,DF,175,73,right,Spain,Spain,1991/04/14,Spain
J_Murillo,4065,674,DF,182,78,right,Colombia,Colombia,1992/05/27,Spain
D_Cheryshev,4513,674,MD,179,74,left,Spain,Russia,1990/12/26,Spain
Jos_Gayá,4892,674,DF,172,66,left,Spain,Spain,1995/05/25,Spain
F_Coquelin,7864,674,MD,178,74,right,Reunion,France,1991/05/13,Spain
Neto,20922,674,GK,190,84,right,Brazil,Brazil,1989/07/19,Spain
S_Zaza,22202,674,FW,186,84,left,Italy,Italy,1991/06/25,Spain
G_Kondogbia,25623,674,MD,188,80,left,Centra_Africa_Republic,France,1993/02/15,Spain
M_Batshuayi,38093,674,FW,185,78,right,Cong_DR,Belgium,1993/10/02,Spain
Gabriel,41363,674,DF,187,79,right,Brazil,Brazil,1990/11/26,Spain
E_Garay,70112,674,DF,189,90,right,Spain,Argentina,1986/10/10,Spain
Rodrigo,70129,674,FW,182,77,left,Spain,Brazil,1991/03/06,Spain
L_Vietto,86307,674,FW,173,69,right,Italy,Argentina,1993/12/05,Spain
Rúbe_Vezo,211853,674,DF,182,80,right,Cap_Verd_Islands,Portugal,1994/04/25,Spain
Jaume,215265,674,GK,185,73,right,Spain,Spain,1990/11/05,Spain
Andrea_Pereira,240445,674,MD,178,72,right,Brazil,Belgium,1996/01/01,Spain
Sant_Mina,250885,674,FW,181,77,right,Spain,Spain,1995/12/07,Spain
N_Maksimović,265864,674,MD,184,75,right,Serbia,Serbia,1995/01/26,Spain
M_Diakhaby,292654,674,DF,189,78,right,France,France,1996/12/19,Spain
Nach_Vidal,302542,674,DF,180,73,right,Spain,Spain,1995/01/24,Spain
Ton_Lato,326535,674,DF,171,64,left,Spain,Spain,1997/11/21,Spain
Carlo_Soler,372752,674,MD,180,76,right,Spain,Spain,1997/01/02,Spain
Ferrá_Torres,397303,674,MD,183,77,right,Spain,Spain,2000/02/29,Spain
Nacho,3304,675,DF,180,76,right,Spain,Spain,1990/01/18,Spain
Sergi_Ramos,3306,675,DF,184,82,right,Spain,Spain,1986/03/30,Spain
R_Varane,3309,675,DF,191,81,right,Martinique,France,1993/04/25,Spain
Marcelo,3310,675,DF,174,80,left,Spain,Brazil,1988/05/12,Spain
K_Benzema,3321,675,FW,185,81,right,Algeria,France,1987/12/19,Spain
T_Courtois,3429,675,GK,199,94,left,Belgium,Belgium,1992/05/11,Spain
Isco,3563,675,MD,176,79,right,Spain,Spain,1992/04/21,Spain
Kik_Casilla,3785,675,GK,191,84,right,Spain,Spain,1986/10/02,Spain
K_Navas,3915,675,GK,185,78,right,Spain,Cost_Rica,1986/12/15,Spain
Luca_Vázquez,4498,675,FW,173,70,right,Spain,Spain,1991/07/01,Spain
Danie_Carvajal,4501,675,DF,173,73,right,Spain,Spain,1992/01/11,Spain
G_Bale,8278,675,FW,185,81,left,Wales,Wales,1989/07/16,Spain
L_Modrić,8287,675,MD,172,66,right,Croatia,Croatia,1985/09/09,Spain
T_Kroos,14723,675,MD,183,76,right,Germany,Germany,1990/01/04,Spain
Casemiro,40756,675,MD,185,84,right,Brazil,Brazil,1992/02/23,Spain
Odriozola,278289,675,DF,175,66,right,Spain,Spain,1995/12/14,Spain
Marco_Llorente,279538,675,MD,184,73,right,Spain,Spain,1995/01/30,Spain
Jesú_Vallejo,282441,675,DF,183,74,right,Spain,Spain,1997/01/05,Spain
Marc_Asensio,288091,675,MD,182,76,left,Netherlands,Spain,1996/01/21,Spain
Dan_Ceballos,326523,675,MD,179,70,right,Spain,Spain,1996/08/07,Spain
Borj_Mayoral,344120,675,FW,182,74,right,Spain,Spain,1997/04/05,Spain
T_Hernández,344132,675,DF,184,82,left,France,France,1997/10/06,Spain
L_Zidane,352985,675,GK,183,77,right,Spain,France,1998/05/13,Spain
Moh_Ramos,473326,675,GK,189,85,right,Spain,Spain,2000/04/13,Spain
J_Cillessen,33,676,GK,185,83,right,Netherlands,Netherlands,1989/04/22,Spain
Jord_Alba,3269,676,DF,170,68,left,Spain,Spain,1989/03/21,Spain
Pac_Alcácer,3291,676,FW,175,71,right,Spain,Spain,1993/08/30,Spain
Piqué,3341,676,DF,194,85,right,Spain,Spain,1987/02/02,Spain
Sergi_Busquets,3346,676,MD,189,76,right,Spain,Spain,1988/07/16,Spain
Serg_Roberto,3347,676,DF,178,68,right,Spain,Spain,1992/02/07,Spain
L_Messi,3359,676,FW,170,72,left,Spain,Argentina,1987/06/24,Spain
I_Rakitić,3476,676,MD,184,78,right,Croatia,Switzerland,1988/03/10,Spain
Philipp_Coutinho,3802,676,FW,171,68,right,Brazil,Brazil,1992/06/12,Spain
Alei_Vidal,4256,676,MD,177,70,right,Spain,Spain,1989/08/21,Spain
T_Vermaelen,7860,676,DF,183,80,left,Belgium,Belgium,1985/11/14,Spain
L_Suárez,7972,676,FW,182,86,right,Uruguay,Uruguay,1987/01/24,Spain
Deni_Suárez,8323,676,MD,176,69,right,Spain,Spain,1994/01/06,Spain
M_te_Stegen,15008,676,GK,187,85,right,Germany,Germany,1992/04/30,Spain
S_Umtiti,25397,676,DF,182,75,left,France,Cameroon,1993/11/14,Spain
L_Digne,25701,676,DF,178,74,left,France,France,1993/07/20,Spain
Andr_Gomes,211885,676,MD,188,84,right,Portugal,Portugal,1993/07/30,Spain
Nélso_Semedo,222770,676,DF,177,67,right,Cap_Verd_Islands,Portugal,1993/11/16,Spain
Carle_Aleñà,282442,676,MD,180,73,left,Spain,Spain,1998/01/05,Spain
O_Dembélé,286390,676,FW,178,67,both,Mauritania,France,1997/05/15,Spain
P_Tytoń,99,677,GK,194,83,right,Poland,Poland,1987/01/04,Spain
Juanfran,3325,677,DF,180,69,right,Spain,Spain,1988/09/11,Spain
Adriá_López,3451,677,FW,183,73,right,Spain,Spain,1988/01/08,Spain
Rubén,3554,677,GK,188,79,right,Spain,Spain,1984/06/22,Spain
Bóveda,4086,677,DF,182,76,right,Spain,Spain,1988/12/14,Spain
Borj_Valle,4440,677,FW,177,73,right,Spain,Spain,1992/07/09,Spain
Pedr_Mosquera,4511,677,MD,184,76,left,Spain,Spain,1988/04/21,Spain
Carle_Gil,4879,677,MD,171,64,left,Spain,Spain,1992/11/22,Spain
F_Andone,6165,677,FW,180,78,right,Spain,Romania,1993/04/11,Spain
Albentosa,7302,677,DF,192,86,right,Spain,Spain,1988/09/07,Spain
Sidnei,32577,677,DF,185,83,right,Portugal,Brazil,1989/06/23,Spain
E_Çolak,32652,677,MD,169,65,left,Turkey,Turkey,1991/05/20,Spain
Guilherme,40614,677,MD,179,77,right,Italy,Brazil,1991/04/05,Spain
M_Krohn-Dehli,56025,677,MD,170,68,right,Denmark,Denmark,1983/06/06,Spain
Luisinho,70451,677,DF,171,67,left,Portugal,Portugal,1985/05/05,Spain
Luca_Pérez,105541,677,FW,180,73,left,Spain,Spain,1988/09/10,Spain
M_Koval,105587,677,GK,188,87,right,Ukraine,Ukraine,1992/12/09,Spain
Fed_Cartabia,230897,677,MD,169,65,left,Italy,Argentina,1993/01/20,Spain
Z_Bakkali,239843,677,FW,168,71,right,Morocco,Belgium,1996/01/26,Spain
Gerar_Valentín,275497,677,DF,177,75,right,Spain,Spain,1993/07/28,Spain
Carlo_Fernández,278324,677,FW,185,72,right,Spain,Spain,1996/05/22,Spain
F_Valverde,364005,677,MD,181,76,right,Uruguay,Uruguay,1998/07/22,Spain
Ed_Expósito,499843,677,MD,178,68,right,Spain,Spain,1996/08/01,Spain
Aduriz,3290,678,FW,182,78,right,Spain,Spain,1981/02/11,Spain
Saborit,3408,678,DF,187,73,left,Spain,Spain,1992/04/27,Spain
Sa_José,3409,678,MD,187,79,right,Spain,Spain,1989/05/30,Spain
Iturraspe,3414,678,MD,187,77,right,Spain,Spain,1989/03/08,Spain
Susaeta,3420,678,MD,179,66,right,Spain,Spain,1987/12/14,Spain
D_Marcos,3421,678,DF,182,78,right,Spain,Spain,1989/04/14,Spain
Muniain,3425,678,FW,169,63,right,Spain,Spain,1992/12/19,Spain
Raú_García,3503,678,MD,184,83,right,Spain,Spain,1986/07/11,Spain
Beñat,3595,678,MD,177,76,right,Spain,Spain,1987/02/19,Spain
Íñig_Martínez,3671,678,DF,182,79,left,Spain,Spain,1991/05/17,Spain
Balenziaga,3750,678,DF,177,75,left,Spain,Spain,1988/02/29,Spain
Etxeita,4113,678,DF,186,78,right,Spain,Spain,1987/10/31,Spain
Iag_Herrerín,4476,678,GK,187,91,right,Spain,Spain,1988/01/25,Spain
Mike_Rico,5290,678,MD,178,73,right,Spain,Spain,1984/11/04,Spain
Sabi_Merino,167119,678,FW,187,75,right,Spain,Spain,1992/01/04,Spain
Yeray,230857,678,DF,183,78,right,Spain,Spain,1995/01/24,Spain
Lekue,230862,678,DF,180,73,right,Spain,Spain,1993/05/04,Spain
Iñak_Williams,247141,678,FW,186,76,right,Ghana,Spain,1994/06/15,Spain
Vesga,286963,678,MD,191,84,left,Spain,Spain,1993/04/08,Spain
Una_Simón,344059,678,GK,190,89,right,Spain,Spain,1997/06/11,Spain
Una_Núñez,344068,678,DF,186,81,right,Spain,Spain,1997/01/30,Spain
Iñig_Córdoba,344075,678,MD,180,74,left,Spain,Spain,1997/03/13,Spain
D_Godín,3433,679,DF,187,79,right,Spain,Uruguay,1986/02/16,Spain
Filip_Luis,3434,679,DF,182,73,left,Italy,Brazil,1985/08/09,Spain
Gabi,3441,679,MD,181,74,right,Spain,Spain,1983/07/10,Spain
Koke,3443,679,MD,177,73,right,Spain,Spain,1992/01/08,Spain
Juanfran,3447,679,DF,180,71,right,Spain,Spain,1985/01/09,Spain
A_Griezmann,3682,679,FW,175,71,left,France,France,1991/03/21,Spain
Dieg_Costa,4338,679,FW,188,85,right,Spain,Brazil,1988/10/07,Spain
Vitolo,4375,679,MD,184,79,right,Spain,Spain,1989/11/02,Spain
Saúl,4488,679,MD,184,76,left,Spain,Spain,1994/11/21,Spain
Fernand_Torres,7908,679,FW,186,79,right,Spain,Spain,1984/03/20,Spain
S_Savić,8311,679,DF,187,80,right,Montenegro,Montenegro,1991/01/08,Spain
K_Gameiro,25445,679,FW,172,70,right,Portugal,France,1987/05/09,Spain
T_Lemar,28922,679,MD,170,58,left,France,Guadeloupe,1995/11/12,Spain
S_Arias,70136,679,DF,175,72,right,Colombia,Colombia,1992/01/13,Spain
J_Oblak,70273,679,GK,189,84,right,Slovenia,Slovenia,1993/01/07,Spain
Thomas,217031,679,MD,185,76,right,Ghana,Ghana,1993/06/13,Spain
A_Werner,222324,679,GK,192,85,right,Argentina,Argentina,1996/02/28,Spain
Gelso_Martins,227059,679,FW,173,65,right,Portugal,Cap_Verd_Islands,1995/05/11,Spain
J_Giménez,227894,679,DF,185,77,right,Spain,Uruguay,1995/01/20,Spain
Á_Correa,254408,679,FW,172,67,right,Argentina,Argentina,1995/03/09,Spain
L_Hernández,279545,679,DF,184,76,left,Spain,France,1996/02/14,Spain
É_Banega,3280,680,MD,174,71,right,Spain,Argentina,1988/06/29,Spain
Sergi_Rico,3458,680,GK,194,88,right,Spain,Spain,1993/09/01,Spain
Jesú_Navas,3474,680,MD,172,60,right,Spain,Spain,1985/11/21,Spain
Pabl_Sarabia,4015,680,MD,178,70,left,Spain,Spain,1992/05/11,Spain
Roqu_Mesa,4365,680,MD,171,73,right,Spain,Spain,1989/06/07,Spain
Sandro,5911,680,FW,175,72,right,Spain,Spain,1995/07/09,Spain
Sergi_Escudero,14852,680,DF,176,72,left,Spain,Spain,1989/09/02,Spain
J_Geis,15455,680,MD,181,81,right,Germany,Germany,1993/08/17,Spain
S_Kjær,20433,680,DF,189,82,right,Denmark,Denmark,1989/03/26,Spain
L_Muriel,20764,680,FW,178,79,right,Colombia,Colombia,1991/04/16,Spain
F_Vázquez,20823,680,MD,186,82,left,Italy,Argentina,1989/02/22,Spain
S_Corchia,25452,680,DF,176,69,right,Italy,France,1990/11/01,Spain
W_Be_Yedder,25795,680,FW,170,68,right,Tunisia,France,1990/08/12,Spain
L_Carole,26084,680,DF,178,79,left,Martinique,France,1991/04/12,Spain
I_Amadou,28232,680,MD,184,81,right,France,Cameroon,1993/04/06,Spain
Ganso,40800,680,MD,184,78,left,Brazil,Brazil,1989/10/12,Spain
Nolito,70125,680,FW,175,72,right,Spain,Spain,1986/10/15,Spain
Danie_Carriço,70140,680,DF,180,80,right,Portugal,Portugal,1988/08/04,Spain
G_Mercado,86220,680,DF,180,83,right,Spain,Argentina,1987/03/18,Spain
G_Pizarro,86828,680,MD,186,79,right,Mexico,Argentina,1990/02/26,Spain
N_Pareja,101649,680,DF,181,74,right,Italy,Argentina,1984/01/19,Spain
C_Lenglet,134503,680,DF,186,81,left,France,France,1995/06/17,Spain
Andr_Silva,135927,680,FW,182,70,right,Portugal,Portugal,1995/11/06,Spain
J_Correa,207001,680,MD,188,77,right,Italy,Argentina,1994/08/13,Spain
Borj_Lasso,263092,680,MD,178,72,right,Spain,Spain,1994/01/01,Spain
Davi_Soria,278320,680,GK,192,85,right,Spain,Spain,1993/04/04,Spain
Jua_Soriano,302547,680,GK,185,78,left,Spain,Spain,1997/08/23,Spain
Guilherm_Arana,336371,680,DF,176,74,left,Brazil,Brazil,1997/04/14,Spain
Vícto_Ruíz,3277,682,DF,185,78,left,Spain,Spain,1989/01/25,Spain
Sergi_Asenjo,3428,682,GK,189,87,right,Spain,Spain,1989/06/28,Spain
André_Fernández,3486,682,GK,185,82,right,Spain,Spain,1986/12/17,Spain
Mario,3529,682,DF,182,74,right,Spain,Spain,1990/11/24,Spain
Jaum_Costa,3534,682,DF,171,62,left,Spain,Spain,1988/03/18,Spain
Bruno,3541,682,MD,184,73,left,Spain,Spain,1984/06/12,Spain
Trigueros,3542,682,MD,178,71,right,Spain,Spain,1991/10/17,Spain
Álvar_González,3695,682,DF,183,75,right,Spain,Spain,1990/01/08,Spain
Jav_Fuego,4332,682,MD,182,75,right,Spain,Spain,1984/01/04,Spain
M_Barbosa,4348,682,GK,188,79,right,Italy,Argentina,1984/07/27,Spain
D_Bonera,20393,682,DF,183,84,right,Italy,Italy,1981/05/31,Spain
R_Soriano,20623,682,MD,182,76,right,Italy,Germany,1991/02/08,Spain
N_Sansone,22578,682,FW,175,68,right,Italy,Germany,1991/09/10,Spain
C_Bacca,37831,682,FW,181,77,right,Colombia,Colombia,1986/09/08,Spain
Rúbe_Semedo,70956,682,DF,189,84,right,Cap_Verd_Islands,Portugal,1994/04/04,Spain
Ramir_Fune_Mori,86325,682,DF,186,79,left,Argentina,Argentina,1991/03/05,Spain
M_Layún,112366,682,DF,179,68,right,Spain,Mexico,1988/06/25,Spain
Sam_Castillejo,134174,682,MD,182,67,left,Spain,Spain,1995/01/18,Spain
R_Martínez,267134,682,FW,180,76,right,Colombia,Colombia,1994/06/23,Spain
E_Ünal,274435,682,FW,185,75,right,Turkey,Turkey,1997/05/10,Spain
R_Guerra,282445,682,MD,183,75,right,Uruguay,Uruguay,1997/03/21,Spain
